Form Number,Form Title,Page URL,Fileable Online,Short Description,Long Description,File Name,File URL,Extra Files
I-765,Application for Employment Authorization,https://www.uscis.gov/i-765,False,,"ALERT – NEW TEMPORARY FINAL RULE INCREASES AUTOMATIC EXTENSION PERIOD FOR CERTAIN EAD RENEWAL APPLICANTS: On April 4, 2024, USCIS announced a temporary final rule (TFR) that increased the automatic extension period for employment authorization and EADs of certain EAD renewal applicants from up to 180 days to up to 540 days. The new temporary final rule is effective on April 8, 2024. This temporary final rule will apply to EAD renewal applicants eligible to receive an automatic extension who timely and properly filed their Form I-765 applications on or after Oct. 27, 2023, if the application is still pending on April 8, 2024. The temporary final rule will also apply to EAD renewal applicants eligible to receive an automatic extension who timely and properly file their Form I-765 application on or after April 8, 2024, and on or before Sept. 30, 2025 (540 days after publication of this temporary final rule in the Federal Register. 2022 TFR PREVIOUSLY INCREASED AUTOMATIC EXTENSION PERIOD On May 4, 2022, DHS published a temporary final rule (TFR) titled “Temporary Increase of the Automatic Extension Period of Employment Authorization and Documentation for Certain Renewal Applicants” (2022 TFR) in the Federal Register. The rule temporarily amended DHS regulations at 8 CFR 274a.13(d) by adding a new paragraph 8 CFR 274a.13(d)(5), which lengthened the automatic extension period provided in that section from up to 180 days to up to 540 days for those categories described in the TFR, upon timely and properly filing of an EAD renewal application. That increase was available to eligible renewal applicants whose EAD applications were pending as of May 4, 2022, including those applicants whose employment authorization had already lapsed following the initial 180-day extension period, and to eligible applicants who filed an EAD renewal application during the 540-day period beginning on or after May 4, 2022, and ending Oct. 26, 2023. Automatic extensions of employment authorization and EAD validity for EAD renewal filings made on or after Oct. 27, 2023, reverted to the original up to 180-day period for those eligible applicants who timely and properly file Form I-765 renewal applications. That reversion was not retroactive; all previous up to 540-day automatic extensions for EAD renewal applications filed before Oct. 27, 2023, remain in place. For individuals who received an increased automatic extension under the first temporary final rule, the automatic extension generally will end when their application is approved or denied, or the end of the up to 540-day period, whichever comes earlier. ALERT: Please remember that photos submitted to USCIS must be unmounted and unretouched. Unretouched means the photos must not be edited or digitally enhanced. The submission of any mounted or retouched images will delay the processing of your application and may prompt USCIS to require that you appear at an Applicant Support Center to verify your identity. ALERT: We have updated the filing address to request a replacement Employment Authorization Document (EAD) that contains a mistake due to USCIS error. Please follow the instructions listed on the Direct Filing Addresses for Form I-765 webpage for card replacements due to USCIS error. ALERT– PAROLEES AND ASLYUM SEEKERS: You are likely eligible to apply for an employment authorization document (EAD) to legally work in the United States if: If you have not already started the EAD application process, you can begin here by creating a USCIS account online and filing Form-I-765. USCIS will mail your work permit to the address you provided in your application if your application is approved. If necessary, you can file a paper application for Form I-765 instead. Certain noncitizens who are in the United States may file Form I-765, Application for Employment Authorization, to request an Employment Authorization Document (EAD). Other noncitizens whose immigration status authorizes them to work in the United States without restrictions may also use Form I-765 to apply for an EAD that shows such authorization. After any I-765 is approved, your EAD card should be produced within two weeks. Your EAD card will be mailed via U.S. Postal Service (USPS) Priority Mail. Please ensure you have the correct mailing address on file with USCIS. If your mailing address changes after you file your application, you must update your address with USCIS and USPS as soon as possible. If you don’t update your address promptly, your case could be delayed, your document(s) could get lost, and you may need to reapply and pay the fee again. The time frame in which you will receive your EAD card may vary, depending on USPS delivery times. Please allow a total of 30 days from approval before inquiring with USCIS. We encourage you to use Case Status Online to find your USPS tracking number for EAD card delivery. If you have not received your EAD card within this time frame, please visit e-Request - Self Service Tools (uscis.gov) for instructions on how to submit an inquiry. File Online",i-765.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-765.pdf,"{'i-765ws.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-765ws.pdf', 'i-765instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-765instr.pdf'}"
I-765V,Application for Employment Authorization for Abused Nonimmigrant Spouse,https://www.uscis.gov/i-765v,False,,"Certain abused nonimmigrant spouses may use Form I-765V to request an Employment Authorization Document (EAD). You may file for employment authorization if you are (or were) the abused spouse of a nonimmigrant who was admitted under INA section 101(a)(15)(A), (E)(iii), (G), or (H) [admitted in A, E-3, G, or H nonimmigrant status], and you either accompanied or later joined your abusive nonimmigrant spouse in the United States.",i-765v.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-765v.pdf,{'i-765vinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-765vinstr.pdf'}
I-800,Petition to Classify Convention Adoptee as an Immediate Relative,https://www.uscis.gov/i-800,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. To determine the child's eligibility for classification as a Convention adoptee. The U.S. citizen prospective adoptive parent files the petition to finalize the immigration process of a child who habitually resides in a Convention country. The petitioner must have an approved, valid Form I-800A, Application for Determination of Suitability to Adopt a Child from a Convention Country, to file Form I-800.",i-800.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-800.pdf,"{'i-800instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-800instr.pdf', 'i-800sup1.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-800sup1.pdf'}"
I-800A,Application for Determination of Suitability to Adopt a Child from a Convention Country,https://www.uscis.gov/i-800a,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. USCIS uses this form to adjudicate the eligibility and suitability of the applicant(s) who want to adopt a child who habitually resides in a Hague Adoption Convention country.",i-800a.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-800a.pdf,"{'i-800ainstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-800ainstr.pdf', 'i-800asup3.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-800asup3.pdf', 'i-800asup1.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-800asup1.pdf', 'i-800asup2.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-800asup2.pdf'}"
I-817,Application for Family Unity Benefits,https://www.uscis.gov/i-817,False,,"Use this form to request initial benefits under the Family Unity Program, or to request an extension of such benefits.",i-817.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-817.pdf,{'i-817instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-817instr.pdf'}
I-821,Application for Temporary Protected Status,https://www.uscis.gov/i-821,False,,"If you believe you are an eligible national of a designated country or person without nationality who last habitually resided in the designated country, use this form to apply for Temporary Protected Status (TPS). When filing an initial TPS application or re-registering for TPS, you can also request an Employment Authorization Document (EAD) by submitting a completed Form I-765, Request for Employment Authorization, when you file Form I-821. You may also file your Form I-765 request separately at a later date. File Online",i-821.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-821.pdf,{'i-821instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-821instr.pdf'}
I-821D,Consideration of Deferred Action for Childhood Arrivals,https://www.uscis.gov/i-821d,False,,"ALERT: Important Reminders Regarding the DACA Renewal Process We continue to adjudicate the majority of DACA renewal requests within 120 days and make every effort to efficiently process these requests as we receive them. USCIS Historical Data shows the median processing time for DACA renewals and associated Employment Authorization Documents in fiscal year 2023 was 1 month, and less than 2 months for the first quarter of FY 2024. As USCIS has long recommended, we strongly encourage DACA recipients to submit your DACA renewal request to us between 120 and 150 days (4 to 5 months) before the expiration date located on your current Form I-797 DACA approval notice. Filing during this window reduces the risk that your current period of DACA and employment authorization will expire before you receive a decision on your renewal request. Please note that filing earlier than 150 days before your current DACA expiration date will not result in a faster decision. For additional information on DACA, including the requirements for renewal, please visit uscis.gov/DACA. ALERT: Court decisions regarding DACA. On Sept. 13, 2023, the U.S. District Court for the Southern District of Texas issued a decision finding the DACA Final Rule unlawful and expanding the original July 16, 2021 injunction and order of vacatur to cover the Final Rule. However, the court maintained a partial stay of the order for “all DACA recipients who received their initial DACA status prior to July 16, 2021.” See the Memorandum and Order (PDF, 1.35 MB) and Supplemental Order of Injunction (PDF, 72.53 KB). Accordingly, current grants of DACA and related Employment Authorization Documents (EADs) remain valid until they expire, unless individually terminated. In accordance with this decision, USCIS will continue to accept and process DACA renewal requests and accompanying applications for employment authorization under the DACA regulations at 8 CFR 236.22 and 236.23, as it has since October 31, 2022. We will also continue to accept initial DACA requests, but in accordance with the District Court’s order, we will not process initial DACA requests. Current valid grants of DACA and related EADs will continue to be recognized as valid under the Final Rule. This means that individuals with DACA and related EADs do not have to submit a request for DACA or employment authorization until the appropriate time to seek renewal. Please see the DACA Litigation Information Page for important updates and information related to court rulings on the DACA policy. Use this form to request that we consider a renewal of your deferred action status on a case-by-case basis. Deferred action is an act of prosecutorial discretion to defer removal of an individual. Individuals who receive deferred action will not be removed from the United States for a specified period of time, unless the Department of Homeland Security (DHS) chooses to terminate the grant of deferred action. Individuals filing Form I-821D must also file Form I-765, Application for Employment Authorization, and Form I-765WS, Worksheet (PDF, 246.96 KB). File Online In this video, you can learn how to file your Form I-821D and Form I-765 online:",i-765.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-765.pdf,"{'i-765ws.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-765ws.pdf', 'i-821d.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-821d.pdf', 'i-765instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-765instr.pdf', 'i-821dinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-821dinstr.pdf'}"
I-824,Application for Action on an Approved Application or Petition,https://www.uscis.gov/i-824,False,,"ALERT: As of April 1, 2022, we will no longer accept a single, combined fee payment for the filing of Form I-539, Application to Extend/Change Nonimmigrant Status; Form I-765, Application for Employment Authorization; or Form I-824, Application for Action on an Approved Application or Petition, together with a Form I-129, Petition for a Nonimmigrant Worker. As of April 1, 2022, we will no longer accept a single, combined fee payment for the filing of Form I-539, Application to Extend/Change Nonimmigrant Status; Form I-765, Application for Employment Authorization; or Form I-824, Application for Action on an Approved Application or Petition, together with a Form I-129, Petition for a Nonimmigrant Worker. Separate payments are required for each of these forms. If the payments for these forms are combined, we will reject the entire package. We are transitioning to electronically processing immigration benefit requests. As we complete this transition, we will be using multiple systems to receive and process various types of immigration benefit requests. Because the Form I-129 and related applications are not all processed in the same system, we require a separate payment instrument for each of these forms. We acknowledge that using multiple checks or payments for the Form I-129 and related applications is more burdensome than using one payment. We are always analyzing our forms, practices, and policies to streamline filing and reduce, minimize, and control burdens to submit requests. However, we believe that the advantages of electronic processing to both the agency and to the public outweigh the minor inconvenience of submitting individual fee payments. Use this form to request additional action on a previously approved application or petition. We will not process your Form I-824 if your petition or application is still pending or has been denied.",i-824.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-824.pdf,{'i-824instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-824instr.pdf'}
I-854,Inter-Agency Alien Witness and Informant Record,https://www.uscis.gov/i-854,False,,Law enforcement agencies use Form I-854A to request a noncitizen witness and/or informant receive classification as an S nonimmigrant. Law enforcement agencies use Form I-854B to request a noncitizen in S nonimmigrant status be allowed to apply for adjustment of status to adjust to lawful permanent resident (LPR) status under section 245(j) of the Immigration and Nationality Act (INA).,i-854b.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-854b.pdf,"{'i-854instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-854instr.pdf', 'i-854a.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-854a.pdf'}"
I-864,Affidavit of Support Under Section 213A of the INA,https://www.uscis.gov/i-864,False,,Most family-based immigrants and some employment-based immigrants use this form to show they have adequate means of financial support and are not likely to rely on the U.S. government for financial support.,i-864.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-864.pdf,{'i-864instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-864instr.pdf'}
I-864A,Contract Between Sponsor and Household Member,https://www.uscis.gov/i-864a,False,,Use this form if you are a household member and want to promise to make your income and/or assets available to help support a sponsored immigrant.,i-864a.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-864a.pdf,{'i-864ainstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-864ainstr.pdf'}
I-864EZ,Affidavit of Support Under Section 213A of the INA,https://www.uscis.gov/i-864ez,False,,Use this form to show that the applying immigrant has adequate means of financial support and is not likely to rely on the U.S. government for financial support.,i-864ez.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-864ez.pdf,{'i-864ezinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-864ezinstr.pdf'}
I-864W,Request for Exemption for Intending Immigrant's Affidavit of Support,https://www.uscis.gov/i-864w,False,,Use this form to establish that applicant is exempt from the Form I-864 requirements,i-864w.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-864w.pdf,{'i-864winstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-864winstr.pdf'}
I-865,Sponsor's Notice of Change of Address,https://www.uscis.gov/i-865,False,,Use this form to report a sponsor's new address and/or residence. ,i-865.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-865.pdf,{'i-865instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-865instr.pdf'}
I-881,Application for Suspension of Deportation or Special Rule Cancellation of Removal (Pursuant to Section 203 of Public Law 105-100 (NACARA)),https://www.uscis.gov/i-881,False,,Use this form if you are a noncitizen who is eligible to apply for suspension of deportation or special rule cancellation of removal under the Nicaraguan Adjustment and Central American Relief Act (NACARA). You may use this form only if you: OR,i-881.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-881.pdf,{'i-881instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-881instr.pdf'}
I-9,Employment Eligibility Verification,https://www.uscis.gov/i-9,False,,"Use Form I-9 to verify the identity and employment authorization of individuals hired for employment in the United States. All U.S. employers must properly complete Form I-9 for every individual they hire for employment in the United States. This includes citizens and noncitizens. Both employees and employers (or authorized representatives of the employer) must complete the form. On the form, an employee must attest to their employment authorization. The employee must also present their employer with acceptable documents as evidence of identity and employment authorization. The employer must examine these documents to determine whether they reasonably appear to be genuine and relate to the employee, then record the document information on the employee’s Form I-9. Certain employers who choose to remotely examine the employee’s documentation under a DHS-authorized alternative procedure rather than via physical examination must indicate they did so by checking the box provided. For more information, review the Special Instructions tab below. USCIS provides information on Downloading and Printing Immigration Forms such as Form I-9 on your laptop or PC. To open Form I-9 on an Apple mobile device: To open Form I-9 on an Android mobile device: ",i-9.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-9.pdf,"{'i-9instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-9instr.pdf', 'i-9-spanish.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-9-spanish.pdf', 'i9-INS-Spanish.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i9-INS-Spanish.pdf'}"
I-90,Application to Replace Permanent Resident Card (Green Card),https://www.uscis.gov/i-90,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. ALERT: On Sept. 26, 2022, we automatically extended the validity of permanent resident cards (also known as Green Cards) to 24 months for lawful permanent residents who file Form I-90. We are in the process of sending out amended receipt notices for individuals with a pending Form I-90. On Sept. 26, 2022, we automatically extended the validity of permanent resident cards (also known as Green Cards) to 24 months for lawful permanent residents who file Form I-90. We are in the process of sending out amended receipt notices for individuals with a pending Form I-90. You can present an amended receipt notice with an expired Green Card as evidence of continued status. By presenting your amended receipt notice with your expired Green Card, you remain authorized to work and travel for 24 months from the expiration date on the front of your expired Green Card. It will take some time to send out all of the amended receipt notices. If you are in urgent need of evidence of status while you wait for your amended receipt notice or your replacement Green Card, or if you need another in-person service, you may call the USCIS Contact Center to request an appointment. We encourage you to wait for your amended receipt notice instead of scheduling an appointment that you may not need. Read more at USCIS Extends Green Card Validity Extension to 24 Months for Green Card Renewals. Use this form to replace your Green Card. Before filing Form I-90, use our Check Naturalization Eligibility tool below to see if you are eligible to become a U.S. citizen. Check Naturalization Eligibility File Online DO NOT submit this form if you are a conditional resident seeking to remove conditions on your Green Card. If you are a conditional resident, you must submit one of the following: Beginning in January 2021, if you are applying to renew your Green Card, your Form I-90 receipt notice (also known as Form I-797) will say the following and can be used with your expired Green Card as evidence of your lawful permanent resident status: This notice provides evidence of your lawful permanent resident status for 12 months from the expiration date on your Form I-551, Permanent Resident Card (also known as a Green Card). You remain authorized to work and travel. This notice, presented with your expired Permanent Resident Card, is evidence of your status and work authorization. If you do not have your Green Card or your card expired more than 12 months ago, you will need evidence of your lawful permanent resident status while waiting to receive a new Green Card, and we may issue you an Alien Documentation, Identification & Telecommunications (ADIT) stamp after you file this form. Additionally, if you applied for naturalization at least six months before your Green Card expired, you may be able to receive an ADIT stamp valid for up to 12 months instead of filing a Form I-90. If you need assistance, contact the USCIS Contact Center. If we already accepted your application to renew your Green Card and you have not been issued a biometrics appointment notice, we will mail you a new receipt notice to use with your expired Green Card as temporary evidence of your lawful permanent resident status. If you do not receive this receipt notice or your notice is lost or damaged and you have a USCIS online account, you can print a copy of the notice for your records. If you need to demonstrate proof of status or have a need to travel, please reach out to our USCIS Contact Center. As a lawful permanent resident, you must have a valid, unexpired Green Card or equivalent documentation with you at all times. Applying for naturalization does not change this requirement.",i-90.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-90.pdf,{'i-90instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-90instr.pdf'}
I-905,Application for Authorization to Issue Certification for Health Care Workers,https://www.uscis.gov/i-905,False,,Use this form if you work with an organization and want to apply for authorization to issue certificates to health care workers.,i-905.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-905.pdf,{'i-905instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-905instr.pdf'}
I-907,Request for Premium Processing Service,https://www.uscis.gov/i-907,False,,"ALERT: Effective Feb. 26, 2024, the filing fee for Form I-907, Request for Premium Processing Service, increased to adjust for inflation. If we receive a Form I-907 postmarked on or after Feb. 26 with the incorrect filing fee, we will reject the Form I-907 and return the filing fee. Use this form to request faster processing of: For more information on eligible premium processing categories, please visit our How Do I Request Premium Processing? page. File Online",i-907.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-907.pdf,{'i-907instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-907instr.pdf'}
I-910,Application for Civil Surgeon Designation,https://www.uscis.gov/i-910,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Use this form to apply for civil surgeon designation. You do not need to apply for civil surgeon designation if you fall under the limited blanket designations for military physicians and state and local health departments. Please review the Form I-910 Instructions to determine whether you should use this form. For more information, see Volume 8, Part C, Chapter 3 of the USCIS Policy Manual, Blanket Civil Surgeon Designation. USCIS is accepting applications for civil surgeon designation. Applications must be filed in accordance with the instructions for Form I-910. Note that we may exercise discretion in approving civil surgeon designations.",i-910.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-910.pdf,{'i-910instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-910instr.pdf'}
I-912,Request for Fee Waiver,https://www.uscis.gov/i-912,False,,"Use this form to request a fee waiver (or submit a written request) for certain immigration forms and services based on a demonstrated inability to pay. For the list of forms and services that are eligible for a fee waiver, see the list below, go to our Fee Waiver Page, or read 8 CFR 106.3(a).",i-912.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-912.pdf,{'i-912instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-912instr.pdf'}
I-914,Application for T Nonimmigrant Status,https://www.uscis.gov/i-914,False,,"ALERT: USCIS Announces Final Rule for T Nonimmigrant Status On April 29, 2024, USCIS announced a final rule amending regulations on applications for T nonimmigrant status. T nonimmigrant status enables certain victims of human trafficking to remain in the United States for an initial period of up to four years. The rule will be effective on Aug. 28, 2024. For more information, see our News Release. Use this form to request temporary immigration benefits if you are a victim of a severe form of trafficking in persons, also known as human trafficking.",i-914.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-914.pdf,"{'i-914supa.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-914supa.pdf', 'i-914supb.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-914supb.pdf', 'i-914supbinstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-914supbinstr.pdf', 'i-914instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-914instr.pdf'}"
I-929,Petition for Qualifying Family Member of a U-1 Nonimmigrant,https://www.uscis.gov/i-929,False,,Use this form to request immigration benefits on behalf of a family member who never held U nonimmigrant status.,i-929.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-929.pdf,{'i-929instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-929instr.pdf'}
I-941,Application for Entrepreneur Parole,https://www.uscis.gov/i-941,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. Under the International Entrepreneur Rule (IER), the Department of Homeland Security (DHS) may use its authority to grant a period of authorized stay, on a case-by-case basis, to noncitizen entrepreneurs who demonstrate that their stay in the United States would provide a significant public benefit through their business venture and that they merit a favorable exercise of discretion. (This period of authorized stay is technically called “parole.”) Use this form if you are an entrepreneur and want to: Please see the International Entrepreneur Rule page which provides more detailed information and Frequently Asked Questions (FAQs).",i-941.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-941.pdf,{'i-941instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-941instr.pdf'}
I-945,Public Charge Bond,https://www.uscis.gov/i-945,False,,"If we determine that an applicant is inadmissible based on the public charge ground, but is otherwise admissible, the applicant may be admitted in the discretion of the secretary of homeland security after posting a suitable and proper bond. Before an applicant may post a public charge bond (on Form I-945), we must invite them to do so. The public charge bond is posted as security for performance and fulfillment of the financial obligations of a bonded noncitizen to the U.S. government. For more information about public charge bonds, please see the USCIS Policy Manual, Volume 8, Part G, Public Charge Ground of Inadmissibility.",i-945.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-945.pdf,{'i-945instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-945instr.pdf'}
I-956,Application for Regional Center Designation,https://www.uscis.gov/i-956,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. ALERT: Starting April 1, 2024, we will no longer accept Form G-1450, Authorization for Credit Card Transactions, when filing Form I-956, Application for Regional Center Designation. You must pay the fee with a money order, personal check, or cashier’s check only, made payable to the U.S. Department of Homeland Security. ALERT: Dec. 29, 2022, is no longer the deadline to file Form I-956, Application for Regional Center Designation, amendments, as required by the Behring Settlement. USCIS is extending this deadline until we publish guidance that clarifies the requirements of these forms. Use Form I-956 to request U.S. Citizenship and Immigration Services (USCIS) designation as a regional center under Immigration and Nationality Act (INA) section 203(b)(5)(E), or to request an amendment to an approved regional center designated under INA 203(b)(5)(E).",i-956.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-956.pdf,{'i-956instr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-956instr.pdf'}
I-956F,Application for Approval of an Investment in a Commercial Enterprise,https://www.uscis.gov/i-956f,False,,"Alert: Before sending your package to USCIS, make sure that all the forms you have completed are the current acceptable edition. USCIS published new editions for most forms on April 1, 2024. If you downloaded or printed your forms before April 1, you should verify the current edition date, because we will no longer accept a prior edition. The current acceptable edition can be found under the Edition Date section listed on each form’s webpage. You can also find the edition date at the bottom of the page on the form and instructions. For each form that you are submitting, make sure that all pages are from the same form edition. If any of the form’s pages are from a different form edition, we may reject your form. Watch USCIS Forms: Download the most recent version! to see how to ensure your form is acceptable. For additional guidance on filing paper-based forms at the Lockbox and how to avoid or correct common errors before you file, please visit the Five Steps to File at the USCIS Lockbox webpage. ALERT: Starting April 1, 2024, we will no longer accept Form G-1450, Authorization for Credit Card Transactions, when filing Form I-956F, Application for Approval of an Investment in a Commercial Enterprise. You must pay the fee with a money order, personal check, or cashier’s check only, made payable to the U.S. Department of Homeland Security. A designated regional center uses this form to request approval of each particular investment offering through an associated new commercial enterprise.",i-956f.pdf,https://www.uscis.gov/sites/default/files/document/forms/i-956f.pdf,{'i-956finstr.pdf': 'https://www.uscis.gov/sites/default/files/document/forms/i-956finstr.pdf'}
